Date,Site,Elevation,Taxon_TNRS_corrected,Taxon_written_on_envelopes,Individual_Number,Leaf_Number,Leaf_Area_cm2,Wet_Mass_g,Wet_Mass_WeighingScale,Dry_Mass_g,Dry_Mass_WeighingScale,Leaf_Thickness_1_mm,Leaf_Thickness_2_mm,Leaf_Thickness_3_mm,Leaf_Thickness_4_mm,Leaf_Thickness_5_mm,Leaf_Thickness_6_mm,Leaf_Thickness_Ave_mm,SLA_cm2-g,LDMC,notes
20150820,M,3500,Parasenecio palmatisectus,Parasenecio_palamatisectus,1,1,18.1304,0.464,2,0.068,1,0.331,0.423,,,,,,266.6235294,0.146551724,
20150820,M,3500,Parasenecio palmatisectus,Parasenecio_palamatisectus,1,2,15.4339,0.37,2,0.0588,1,0.344,0.259,,,,,,262.4812925,0.158918919,
20150820,M,3500,Parasenecio palmatisectus,Parasenecio_palamatisectus,1,3,0.4008,0.268,2,0.0421,1,0.252,0.288,,,,,,9.520190024,0.157089552,
20150820,M,3500,Parasenecio palmatisectus,Parasenecio_palamatisectus,1,4,5.4148,0.089,2,0.0126,1,0.363,0.304,,,,,,429.7460317,0.141573034,
20150820,M,3500,Parasenecio palmatisectus,Parasenecio_palamatisectus,1,5,27.4426,0.666,2,0.123,1,0.372,0.329,,,,,,223.1105691,0.184684685,
20150820,M,3500,Pedicularis davidii,Pedicularis_davidii,1,1,2.4592,0.0241,1,0.006,1,0.239,,,,,,,409.8666667,0.248962656,
20150820,M,3500,Pedicularis davidii,Pedicularis_davidii,1,2,3.3402,0.0372,1,0.0094,1,0.237,,,,,,,355.3404255,0.252688172,
20150820,M,3500,Pedicularis davidii,Pedicularis_davidii,1,3,0.4681,0.076,1,0.0171,1,0.218,,,,,,,27.37426901,0.225,
20150820,M,3500,Pedicularis davidii,Pedicularis_davidii,1,4,3.5898,0.0416,1,0.0112,1,0.269,,,,,,,320.5178571,0.269230769,
20150820,M,3500,Pedicularis davidii,Pedicularis_davidii,1,5,2.6402,0.0167,1,0.005,1,0.268,,,,,,,528.04,0.299401198,
20150820,M,3500,Pedicularis davidii,Pedicularis_davidii,2,1,5.3411,0.0745,1,0.0181,1,0.198,,,,,,,295.0883978,0.24295302,
20150820,M,3500,Pedicularis davidii,Pedicularis_davidii,2,2,3.3814,0.0557,1,0.0124,1,0.239,,,,,,,272.6935484,0.222621185,
20150820,M,3500,Pedicularis davidii,Pedicularis_davidii,2,3,5.0191,0.0688,1,0.0165,1,0.248,,,,,,,304.1878788,0.239825581,
20150820,M,3500,Pedicularis davidii,Pedicularis_davidii,2,4,3.637,0.0325,1,0.0093,1,0.16,,,,,,,391.0752688,0.286153846,
20150820,M,3500,Pedicularis davidii,Pedicularis_davidii,2,5,4.3269,0.0647,1,0.0148,1,0.155,,,,,,,292.3581081,0.228748068,
20150820,M,3500,Pedicularis davidii,Pedicularis_davidii,3,1,3.6264,0.0995,1,0.0125,1,0.375,,,,,,,290.112,0.125628141,
20150820,M,3500,Pedicularis davidii,Pedicularis_davidii,3,2,3.8438,0.081,1,0.0146,1,0.194,,,,,,,263.2739726,0.180246914,
20150820,M,3500,Pedicularis davidii,Pedicularis_davidii,3,3,5.0579,0.1031,1,0.018,1,0.15,,,,,,,280.9944444,0.174587779,
20150820,M,3500,Pedicularis davidii,Pedicularis_davidii,3,4,4.2125,0.111,1,0.0193,1,0.226,,,,,,,218.2642487,0.173873874,
20150820,M,3500,Pedicularis davidii,Pedicularis_davidii,3,5,5.1793,0.1138,1,0.0195,1,0.273,,,,,,,265.6051282,0.171353251,
20150820,M,3500,Pedicularis davidii,Pedicularis_davidii,4,1,1.9202,0.0112,1,0.0023,1,0.125,,,,,,,834.8695652,0.205357143,
20150820,M,3500,Pedicularis davidii,Pedicularis_davidii,4,2,4.6241,0.0617,1,0.0136,1,0.312,,,,,,,340.0073529,0.220421394,
20150820,M,3500,Pedicularis davidii,Pedicularis_davidii,4,3,4.8417,0.0799,1,0.0172,1,0.189,,,,,,,281.494186,0.215269086,
20150820,M,3500,Pedicularis davidii,Pedicularis_davidii,4,4,3.2621,0.036,1,0.0087,1,0.148,,,,,,,374.954023,0.241666667,
20150820,M,3500,Pedicularis davidii,Pedicularis_davidii,4,5,14.1184,0.3256,1,0.0637,1,0.28,,,,,,,221.6389325,0.195638821,
20150820,M,3500,Pedicularis davidii,Pedicularis_davidii,5,1,3.8318,0.0547,1,0.0055,1,0.296,,,,,,,696.6909091,0.100548446,
20150820,M,3500,Pedicularis davidii,Pedicularis_davidii,5,2,3.5276,0.0425,1,0.0085,1,0.287,,,,,,,415.0117647,0.2,
20150820,M,3500,Pedicularis davidii,Pedicularis_davidii,5,3,4.6758,0.1129,1,0.024,1,0.323,,,,,,,194.825,0.212577502,
20150820,M,3500,Pedicularis davidii,Pedicularis_davidii,5,4,3.5964,0.0472,1,0.0133,1,0.255,,,,,,,270.406015,0.281779661,
20150820,M,3500,Pedicularis davidii,Pedicularis_davidii,5,5,2.2781,0.0135,1,0.0042,1,0.2,,,,,,,542.4047619,0.311111111,
20150820,M,3500,Pedicularis sima,Pedicularis_sima,1,1,1.7163,0.0094,1,0.0047,1,0.163,,,,,,,365.1702128,0.5,
20150820,M,3500,Pedicularis sima,Pedicularis_sima,1,2,2.0659,0.0097,1,0.0032,1,0.138,,,,,,,645.59375,0.329896907,
20150820,M,3500,Pedicularis sima,Pedicularis_sima,1,3,1.5215,0.0087,1,0.0028,1,0.116,,,,,,,543.3928571,0.32183908,
20150820,M,3500,Pedicularis sima,Pedicularis_sima,1,4,2.4053,0.0129,1,0.0046,1,0.17,,,,,,,522.8913043,0.356589147,
20150820,M,3500,Pedicularis sima,Pedicularis_sima,1,5,1.3012,0.0065,1,0.0031,1,0.162,,,,,,,419.7419355,0.476923077,
20150820,M,3500,Pedicularis sima,Pedicularis_sima,2,1,3.415,0.0254,1,0.0074,1,0.128,,,,,,,461.4864865,0.291338583,
20150820,M,3500,Pedicularis sima,Pedicularis_sima,2,2,2.4449,0.0208,1,0.0059,1,0.234,,,,,,,414.3898305,0.283653846,
20150820,M,3500,Pedicularis sima,Pedicularis_sima,2,3,2.6341,0.0208,1,0.0063,1,0.164,,,,,,,418.1111111,0.302884615,
20150820,M,3500,Pedicularis sima,Pedicularis_sima,2,4,3.2152,0.0234,1,0.0077,1,0.121,,,,,,,417.5584416,0.329059829,
20150820,M,3500,Pedicularis sima,Pedicularis_sima,2,5,2.1369,0.0196,1,0.0049,1,0.169,,,,,,,436.1020408,0.25,
20150820,M,3500,Pedicularis sima,Pedicularis_sima,3,1,3.7989,0.0535,1,0.0166,1,0.357,,,,,,,228.8493976,0.310280374,
20150820,M,3500,Pedicularis sima,Pedicularis_sima,3,2,2.4524,0.0224,1,0.0124,1,0.249,,,,,,,197.7741935,0.553571429,
20150820,M,3500,Pedicularis sima,Pedicularis_sima,3,3,3.1294,0.0395,1,0.0111,1,0.467,,,,,,,281.9279279,0.281012658,
20150820,M,3500,Pedicularis sima,Pedicularis_sima,3,4,3.6358,0.0372,1,0.0152,1,0.174,,,,,,,239.1973684,0.408602151,
20150820,M,3500,Pedicularis sima,Pedicularis_sima,4,1,2.6647,0.0378,1,0.0109,1,0.432,,,,,,,244.4678899,0.288359788,
20150820,M,3500,Pedicularis sima,Pedicularis_sima,4,2,1.6556,0.0166,1,0.0028,1,0.238,,,,,,,591.2857143,0.168674699,
20150820,M,3500,Pedicularis sima,Pedicularis_sima,4,3,4.7578,0.082,1,0.0233,1,0.284,,,,,,,204.1974249,0.284146341,
20150820,M,3500,Pedicularis sima,Pedicularis_sima,4,4,4.8006,0.0784,1,0.0187,1,0.182,,,,,,,256.7165775,0.238520408,
20150820,M,3500,Pedicularis sima,Pedicularis_sima,4,5,2.4494,0.0176,1,0.0067,1,0.306,,,,,,,365.5820896,0.380681818,
20150820,M,3500,Phlomis medicinalis,Phlomis_medicinalis,1,1,33.7382,0.608,2,0.1002,1,0.857,0.545,0.389,0.17,,,,336.7085828,0.164802632,
20150820,M,3500,Phlomis medicinalis,Phlomis_medicinalis,1,2,27.0763,0.434,2,0.0695,1,0.613,0.398,0.356,0.294,,,,389.5870504,0.160138249,
20150820,M,3500,Phlomis medicinalis,Phlomis_medicinalis,1,3,58.9778,1.281,2,0.287,1,1.043,0.233,0.271,0.369,,,,205.497561,0.224043716,
20150820,M,3500,Phlomis medicinalis,Phlomis_medicinalis,1,4,44.1505,0.717,2,0.2083,1,0.808,0.512,0.244,0.156,,,,211.956313,0.290516039,
20150820,M,3500,Phlomis medicinalis,Phlomis_medicinalis,1,5,84.4354,1.499,2,0.3334,1,1.08,0.622,0.203,0.168,,,,253.2555489,0.222414943,
20150820,M,3500,Phlomis medicinalis,Phlomis_medicinalis,2,1,48.2681,1.187,2,0.3071,1,1.178,0.397,0.685,0.321,,,,157.1738847,0.258719461,
20150820,M,3500,Phlomis medicinalis,Phlomis_medicinalis,2,2,59.069,1.123,2,0.3703,1,1.376,0.771,0.235,0.197,,,,159.5166082,0.329741763,
20150820,M,3500,Phlomis medicinalis,Phlomis_medicinalis,2,3,50.9184,1.1261,1,0.3066,1,0.316,0.609,0.269,0.254,,,,166.074364,0.272267117,
20150820,M,3500,Phlomis medicinalis,Phlomis_medicinalis,2,4,44.464,1.0877,1,0.2877,1,0.24,1.053,0.642,0.241,,,,154.5498783,0.26450308,
20150820,M,3500,Phlomis medicinalis,Phlomis_medicinalis,3,1,15.7292,0.2184,1,0.0909,1,0.337,0.274,0.218,0.214,0.179,,,173.0385039,0.416208791,
20150820,M,3500,Phlomis medicinalis,Phlomis_medicinalis,3,2,13.8829,0.2144,1,0.0829,1,0.497,0.301,0.207,0.213,,,,167.4656212,0.386660448,
20150820,M,3500,Picea brachytyla,Picea_brachytyna,1,1,0.7021,0.0041,1,0.0017,1,0.788,,,,,,,413,0.414634146,
20150820,M,3500,Picea brachytyla,Picea_brachytyna,1,2,0.787,0.0046,1,0.0011,1,0.823,,,,,,,715.4545455,0.239130435,
20150820,M,3500,Picea brachytyla,Picea_brachytyna,1,3,0.6846,0.003,1,0.0009,1,0.648,,,,,,,760.6666667,0.3,
20150820,M,3500,Picea brachytyla,Picea_brachytyna,1,4,0.849,0.0049,1,0.0012,1,0.823,,,,,,,707.5,0.244897959,
20150820,M,3500,Picea brachytyla,Picea_brachytyna,1,5,0.8169,0.0031,1,0.001,1,0.626,,,,,,,816.9,0.322580645,
20150820,M,3500,Plantago asiatica,Plantago_asiatica,1,1,23.1937,0.699,2,0.0888,1,0.146,0.154,,,,,,261.1903153,0.127038627,
20150820,M,3500,Plantago major,Plantago_major,1,1,9.028,0.3596,1,0.0449,1,0.292,,,,,,,201.0690423,0.124860957,
20150820,M,3500,Plantago major,Plantago_major,1,2,16.4406,0.6094,1,0.0763,1,0.426,,,,,,,215.4731324,0.12520512,
20150820,M,3500,Plantago major,Plantago_major,1,3,13.0152,0.5372,1,0.0069,1,0.425,,,,,,,1886.26087,0.012844378,
20150820,M,3500,Plantago major,Plantago_major,1,4,11.5269,0.4795,1,0.0553,1,0.368,,,,,,,208.443038,0.115328467,
20150820,M,3500,Plantago major,Plantago_major,1,5,21.4091,0.9689,1,0.1221,1,0.6,0.388,,,,,,175.3407043,0.126019197,
20150820,M,3500,Polygonum cyanandrum,Polyganum_cyananadrum,1,1,0.3475,0.0025,1,0.0009,1,0.141,,,,,,,386.1111111,0.36,
20150820,M,3500,Polygonum cyanandrum,Polyganum_cyananadrum,1,2,0.3011,0.0024,1,NA,,0.189,,,,,,,NA,NA,empty
20150820,M,3500,Polygonum cyanandrum,Polyganum_cyananadrum,1,3,0.2118,0.0016,1,0.0005,1,0.214,,,,,,,423.6,0.3125,
20150820,M,3500,Polygonum cyanandrum,Polyganum_cyananadrum,1,4,0.2634,0.0011,1,0.0009,1,0.295,,,,,,,292.6666667,0.818181818,
20150820,M,3500,Polygonum cyanandrum,Polyganum_cyananadrum,1,5,0.1637,0.001,1,0.0252,1,0.007,,,,,,,6.496031746,25.2,
20150820,M,3500,Polygonum cyanandrum,Polyganum_cyananadrum,2,1,0.4865,0.0057,1,0.003,1,0.383,,,,,,,162.1666667,0.526315789,
20150820,M,3500,Polygonum cyanandrum,Polyganum_cyananadrum,2,2,0.7257,0.0069,1,0.0016,1,0.381,,,,,,,453.5625,0.231884058,
20150820,M,3500,Polygonum cyanandrum,Polyganum_cyananadrum,2,3,0.7302,0.009,1,0.0017,1,0.346,,,,,,,429.5294118,0.188888889,
20150820,M,3500,Polygonum cyanandrum,Polyganum_cyananadrum,2,4,0.6005,0.0047,1,0.0011,1,0.316,,,,,,,545.9090909,0.234042553,
20150820,M,3500,Polygonum cyanandrum,Polyganum_cyananadrum,2,5,0.407,0.002,1,0.0006,1,0.434,,,,,,,678.3333333,0.3,
20150820,M,3500,Polygonum cyanandrum,Polyganum_cyananadrum,3,1,0.1556,0.0014,1,0.0005,1,0.202,,,,,,,311.2,0.357142857,
20150820,M,3500,Polygonum cyanandrum,Polyganum_cyananadrum,3,2,0.1884,0.0013,1,0.0005,1,0.269,,,,,,,376.8,0.384615385,
20150820,M,3500,Polygonum cyanandrum,Polyganum_cyananadrum,3,3,0.2365,0.0013,1,0.001,1,0.364,,,,,,,236.5,0.769230769,
20150820,M,3500,Polygonum cyanandrum,Polyganum_cyananadrum,3,4,0.1648,0.0015,1,0.0006,1,0.305,,,,,,,274.6666667,0.4,
20150820,M,3500,Polygonum cyanandrum,Polyganum_cyananadrum,3,5,0.1004,0.0005,1,0.0002,1,0.251,,,,,,,502,0.4,
20150820,M,3500,Polygonum cyanandrum,Polyganum_cyanandrum,4,1,0.4816,0.0024,1,0.0012,1,0.142,,,,,,,401.3333333,0.5,
20150820,M,3500,Polygonum cyanandrum,Polyganum_cyanandrum,4,2,0.3904,0.0032,1,0.0013,1,0.137,,,,,,,300.3076923,0.40625,
20150820,M,3500,Polygonum cyanandrum,Polyganum_cyanandrum,4,3,0.2921,0.0022,1,0.001,1,0.146,,,,,,,292.1,0.454545455,
20150820,M,3500,Polygonum cyanandrum,Polyganum_cyanandrum,4,4,0.2678,0.0043,1,0.0013,1,0.124,,,,,,,206,0.302325581,
20150820,M,3500,Polygonum cyanandrum,Polyganum_cyanandrum,4,5,0.1818,0.0031,1,0.0012,1,0.346,,,,,,,151.5,0.387096774,
20150820,M,3500,Polygonum cyanandrum,Polyganum_cyanandrum,5,1,0.4399,0.0026,1,0.0012,1,0.202,,,,,,,366.5833333,0.461538462,
20150820,M,3500,Polygonum cyanandrum,Polyganum_cyanandrum,5,2,0.3523,0.0031,1,NA,,0.265,,,,,,,NA,NA,empty
20150820,M,3500,Polygonum cyanandrum,Polyganum_cyanandrum,5,3,0.3139,0.0036,1,0.0007,1,0.222,,,,,,,448.4285714,0.194444444,
20150820,M,3500,Polygonum cyanandrum,Polyganum_cyanandrum,5,4,0.2338,0.004,1,0.0011,1,0.299,,,,,,,212.5454545,0.275,
20150820,M,3500,Polygonum cyanandrum,Polyganum_cyanandrum,5,5,0.2,0.0037,1,0.0011,1,0.24,,,,,,,181.8181818,0.297297297,
20150820,M,3500,Polygonum cyanandrum,Polygonum_cyanantherum,1,1,0.1495,0.0026,1,0.0005,1,0.287,,,,,,,299,0.192307692,
20150820,M,3500,Polygonum cyanandrum,Polygonum_cyanantherum,1,2,0.2726,0.0064,1,0.0012,1,0.396,,,,,,,227.1666667,0.1875,
20150820,M,3500,Polygonum cyanandrum,Polygonum_cyanantherum,1,3,0.2695,0.0049,1,0.0009,1,0.361,,,,,,,299.4444444,0.183673469,
20150820,M,3500,Polygonum cyanandrum,Polygonum_cyanantherum,1,4,0.1529,0.0031,1,0.0011,1,0.336,,,,,,,139,0.35483871,
20150820,M,3500,Polygonum cyanandrum,Polygonum_cyanantherum,1,5,0.1644,0.0025,1,0.0006,1,0.316,,,,,,,274,0.24,
20150820,M,3500,Polygonum cyanandrum,Polygonum_cyanantherum,2,1,0.2558,0.004,1,0.0019,1,0.188,,,,,,,134.6315789,0.475,
20150820,M,3500,Polygonum cyanandrum,Polygonum_cyanantherum,2,2,0.2365,0.0046,1,0.0024,1,0.258,,,,,,,98.54166667,0.52173913,
20150820,M,3500,Polygonum cyanandrum,Polygonum_cyanantherum,2,3,0.2004,0.0045,1,0.0016,1,0.304,,,,,,,125.25,0.355555556,
20150820,M,3500,Polygonum cyanandrum,Polygonum_cyanantherum,2,4,0.2145,0.0041,1,0.002,1,0.358,,,,,,,107.25,0.487804878,
20150820,M,3500,Polygonum cyanandrum,Polygonum_cyanantherum,2,5,0.2733,0.0031,1,0.001,1,0.439,,,,,,,273.3,0.322580645,
20150820,M,3500,Polygonum cyanandrum,Polygonum_cyanantherum,3,1,0.1475,0.002,1,0.0011,1,0.23,,,,,,,134.0909091,0.55,
20150820,M,3500,Polygonum cyanandrum,Polygonum_cyanantherum,3,2,0.131,0.0029,1,0.001,1,0.273,,,,,,,131,0.344827586,
20150820,M,3500,Polygonum cyanandrum,Polygonum_cyanantherum,3,3,0.1422,0.002,1,0.0006,1,0.232,,,,,,,237,0.3,
20150820,M,3500,Polygonum cyanandrum,Polygonum_cyanantherum,3,4,0.1051,0.0022,1,0.0008,1,0.37,,,,,,,131.375,0.363636364,
20150820,M,3500,Polygonum cyanandrum,Polygonum_cyanantherum,3,5,0.0952,0.0022,1,0.0009,1,0.373,,,,,,,105.7777778,0.409090909,
20150820,M,3500,Polygonum cyanandrum,Polygonum_cyanantherum,4,1,0.238,0.002,1,0.0005,1,0.294,,,,,,,476,0.25,
20150820,M,3500,Polygonum cyanandrum,Polygonum_cyanantherum,4,2,0.3024,0.0012,1,0.0003,1,0.306,,,,,,,1008,0.25,
20150820,M,3500,Polygonum cyanandrum,Polygonum_cyanantherum,4,3,0.2158,0.0016,1,0.0004,1,0.112,,,,,,,539.5,0.25,
20150820,M,3500,Polygonum cyanandrum,Polygonum_cyanantherum,4,4,0.09978,0.001,1,0.0002,1,0.232,,,,,,,498.9,0.2,
20150820,M,3500,Polygonum cyanandrum,Polygonum_cyanantherum,4,5,0.1114,0.0009,1,0.0003,1,0.275,,,,,,,371.3333333,0.333333333,
20150820,M,3500,Polygonum runcinatum,Polyganum_raucillata,1,1,9.6187,0.3251,1,0.0488,1,0.292,,,,,,,197.1045082,0.150107659,
20150820,M,3500,Polygonum runcinatum,Polyganum_raucillata,1,2,2.8263,0.0956,1,0.0081,1,0.315,,,,,,,348.9259259,0.084728033,
20150820,M,3500,Polygonum runcinatum,Polyganum_raucillata,1,3,7.1836,0.2411,1,0.0338,1,0.325,,,,,,,212.5325444,0.140190792,
20150820,M,3500,Polygonum runcinatum,Polyganum_raucillata,1,4,1.9428,0.0646,1,0.0056,1,0.288,,,,,,,346.9285714,0.086687307,
20150820,M,3500,Polygonum runcinatum,Polyganum_raucillata,1,5,1.7606,0.0547,1,0.0064,1,0.267,,,,,,,275.09375,0.117001828,
20150820,M,3500,Polygonum runcinatum,Polyganum_raucillata,2,1,11.9082,0.3511,1,0.059,1,0.18,,,,,,,201.8338983,0.168043293,
20150820,M,3500,Polygonum runcinatum,Polyganum_raucillata,2,2,3.8155,0.1259,1,0.0187,1,0.188,,,,,,,204.0374332,0.14853058,
20150820,M,3500,Polygonum runcinatum,Polyganum_raucillata,2,3,1.0169,0.035,1,0.0043,1,0.252,,,,,,,236.4883721,0.122857143,
20150820,M,3500,Polygonum runcinatum,Polyganum_raucillata,2,4,9.7949,0.308,1,0.0469,1,0.279,,,,,,,208.8464819,0.152272727,
20150820,M,3500,Polygonum runcinatum,Polyganum_raucillata,2,5,0.9606,0.0399,1,0.0046,1,0.392,,,,,,,208.826087,0.115288221,
20150820,M,3500,Polygonum runcinatum,Polyganum_raucillata,3,1,1.9054,0.0645,1,0.0067,1,0.313,,,,,,,284.3880597,0.103875969,
20150820,M,3500,Polygonum runcinatum,Polyganum_raucillata,3,2,2.248,0.0727,1,0.0301,1,0.086,,,,,,,74.68438538,0.414030261,
20150820,M,3500,Polygonum runcinatum,Polyganum_raucillata,3,3,5.6012,0.1803,1,0.0283,1,0.387,,,,,,,197.9222615,0.156960621,
20150820,M,3500,Polygonum runcinatum,Polyganum_raucillata,3,4,4.1677,0.1348,1,0.0188,1,0.325,,,,,,,221.6861702,0.139465875,
20150820,M,3500,Polygonum runcinatum,Polyganum_raucillata,3,5,1.1619,0.0376,1,0.0049,1,0.475,,,,,,,237.122449,0.130319149,
20150820,M,3500,Polygonum runcinatum,Polyganum_raucillata,4,1,2.7422,0.0899,1,0.0083,1,0.315,,,,,,,330.3855422,0.092324805,
20150820,M,3500,Polygonum runcinatum,Polyganum_raucillata,4,2,1.6363,0.0486,1,0.0058,1,0.338,,,,,,,282.1206897,0.119341564,
20150820,M,3500,Polygonum runcinatum,Polyganum_raucillata,4,3,1.0247,0.0209,1,0.0018,1,0.23,,,,,,,569.2777778,0.086124402,
20150820,M,3500,Polygonum runcinatum,Polyganum_raucillata,4,4,3.0106,0.0938,1,0.0113,1,0.332,,,,,,,266.4247788,0.120469083,
20150820,M,3500,Polygonum runcinatum,Polyganum_raucillata,4,5,1.3014,0.0349,1,0.0282,1,0.03,,,,,,,46.14893617,0.808022923,
20150820,M,3500,Polygonum runcinatum,Polyganum_raucillata,5,1,1.2034,0.0345,1,0.004,1,0.245,,,,,,,300.85,0.115942029,
20150820,M,3500,Polygonum runcinatum,Polyganum_raucillata,5,2,1.7087,0.0508,1,0.004,1,0.278,,,,,,,427.175,0.078740157,
20150820,M,3500,Polygonum runcinatum,Polyganum_raucillata,5,3,3.0939,0.1014,1,0.0107,1,0.286,,,,,,,289.1495327,0.105522682,
20150820,M,3500,Polygonum runcinatum,Polyganum_raucillata,5,4,2.7824,0.0937,1,0.0084,1,0.29,,,,,,,331.2380952,0.089647812,
20150820,M,3500,Polygonum runcinatum,Polyganum_raucillata,5,5,1.4489,0.0424,1,0.0037,1,0.241,,,,,,,391.5945946,0.087264151,
20150820,M,3500,Polygonum viviparum,Polygonum_viviparum,1,1,5.1616,0.1049,1,NA,,0.334,,,,,,,NA,NA,
20150820,M,3500,Polygonum viviparum,Polygonum_viviparum,1,2,9.1639,0.3041,1,0.0875,1,0.314,,,,,,,104.7302857,0.287734298,
20150820,M,3500,Polygonum viviparum,Polygonum_viviparum,1,3,13.1579,0.3662,1,0.1067,1,0.323,,,,,,,123.316776,0.291370836,
20150820,M,3500,Polystichum frigidicola,Polystichum_frigidicola,1,1,62.8448,2.2883,1,0.7132,1,0.276,0.308,0.427,,,,,88.11665732,0.311672421,
20150820,M,3500,Potentilla anserina,Potentilla_anserina,1,1,4.1058,0.021,1,0.0069,1,0.212,0.301,0.247,,,,,595.0434783,0.328571429,
20150820,M,3500,Potentilla anserina,Potentilla_anserina,1,2,4.908,0.0531,1,0.018,1,0.327,0.263,0.265,,,,,272.6666667,0.338983051,
20150820,M,3500,Potentilla anserina,Potentilla_anserina,1,3,4.8629,0.026,1,0.0075,1,0.137,0.16,0.157,,,,,648.3866667,0.288461538,
20150820,M,3500,Potentilla anserina,Potentilla_anserina,1,4,4.8596,0.0423,1,0.0233,1,0.212,0.153,0.156,,,,,208.5665236,0.550827423,
20150820,M,3500,Potentilla anserina,Potentilla_anserina,2,1,14.2325,0.29,2,0.0677,1,0.388,0.364,0.376,0.317,,,,210.2289513,0.233448276,
20150820,M,3500,Potentilla anserina,Potentilla_anserina,2,2,15.9438,0.293,2,0.0725,1,0.426,0.388,0.37,0.365,,,,219.9144828,0.247440273,
20150820,M,3500,Potentilla anserina,Potentilla_anserina,2,3,19.8762,0.359,2,0.0954,1,0.376,0.33,0.367,0.377,,,,208.3459119,0.265738162,
20150820,M,3500,Potentilla anserina,Potentilla_anserina,2,4,20.9353,0.364,2,0.1022,1,0.423,0.457,0.37,0.325,,,,204.8463796,0.280769231,
20150820,M,3500,Potentilla anserina,Potentilla_anserina,2,5,6.4884,0.045,2,0.0184,1,0.304,0.274,,,,,,352.6304348,0.408888889,
20150820,M,3500,Potentilla leuconota,Potentilla_leucolata,1,1,33.9914,0.578,2,0.1339,1,0.305,0.214,0.406,0.302,0.207,,,253.8566094,0.2316609,
20150820,M,3500,Potentilla leuconota,Potentilla_leucolata,1,2,13.8364,0.264,2,0.08,1,0.432,0.359,0.474,0.401,,,,172.955,0.303030303,
20150820,M,3500,Potentilla leuconota,Potentilla_leucolata,1,3,14.913,0.266,2,0.0837,1,0.315,0.353,0.342,0.339,,,,178.172043,0.314661654,
20150820,M,3500,Potentilla leuconota,Potentilla_leucolata,1,4,9.1631,0.159,2,0.0448,1,0.329,0.405,0.293,,,,,204.5334821,0.281761006,
20150820,M,3500,Potentilla leuconota,Potentilla_leucolata,1,5,12.0997,0.193,2,0.0622,1,0.362,0.177,0.408,0.44,,,,194.5289389,0.322279793,
20150820,M,3500,Potentilla leuconota,Potentilla_leucolata,1,NA,35.6025,NA,2,NA,,,,,,,,,NA,NA,
20150820,M,3500,Potentilla leuconota,Potentilla_leucolata,2,1,13.9479,0.231,2,0.0575,1,0.274,0.322,0.305,0.29,0.187,,,242.5721739,0.248917749,
20150820,M,3500,Potentilla leuconota,Potentilla_leucolata,2,2,20.1641,0.39,2,0.0978,1,0.381,0.299,0.26,0.381,0.302,,,206.1768916,0.250769231,
20150820,M,3500,Potentilla leuconota,Potentilla_leucolata,2,3,8.2292,0.202,2,0.0499,1,0.359,0.244,0.346,,,,,164.9138277,0.247029703,
20150820,M,3500,Potentilla leuconota,Potentilla_leucolata,2,4,13.2952,0.31,2,0.08,1,0.252,0.323,0.32,0.149,0.267,,,166.19,0.258064516,
20150820,M,3500,Potentilla leuconota,Potentilla_leucolata,2,5,11.3015,0.179,2,0.0544,1,0.314,0.281,0.316,0.296,0.326,,,207.7481618,0.303910615,
20150820,M,3500,Potentilla leuconota,Potentilla_leucolata,2,NA,20.1641,NA,2,NA,,,,,,,,,NA,NA,
20150820,M,3500,Potentilla leuconota,Potentilla_leucolata,3,1,13.5811,0.2462,1,0.059,1,0.385,0.658,0.457,0.38,0.48,,,230.1881356,0.239642567,
20150820,M,3500,Potentilla leuconota,Potentilla_leucolata,3,2,6.5044,0.096,1,0.031,1,0.384,0.48,0.406,,,,,209.8193548,0.322916667,
20150820,M,3500,Potentilla leuconota,Potentilla_leucolata,3,3,10.9434,0.1762,1,0.0561,1,0.29,0.379,0.275,,,,,195.0695187,0.318388195,
20150820,M,3500,Potentilla leuconota,Potentilla_leucolata,3,4,11.7746,0.1883,1,0.0611,1,0.376,0.311,,,,,,192.710311,0.324482209,
20150820,M,3500,Potentilla leuconota,Potentilla_leucolata,3,5,9.7425,0.1542,1,0.0455,1,0.262,0.391,0.204,0.433,,,,214.1208791,0.295071336,
20150820,M,3500,Potentilla leuconota,Potentilla_leucolata,3,NA,8.2292,NA,,NA,,,,,,,,,NA,NA,
20150820,M,3500,Potentilla leuconota,Potentilla_leucolata,4,NA,0.2703,NA,,NA,,,,,,,,,NA,NA,
20150820,M,3500,Potentilla leuconota,Potentilla_leucolata,5,NA,12.0997,NA,,NA,,,,,,,,,NA,NA,
20150820,M,3500,Primula deflexa,Primula_deflexa,1,1,6.0316,0.1073,1,0.0178,1,0.342,,,,,,,338.8539326,0.165890028,
20150820,M,3500,Primula deflexa,Primula_deflexa,1,2,12.8082,0.2558,1,0.037,1,0.508,,,,,,,346.1675676,0.144644253,
20150820,M,3500,Primula deflexa,Primula_deflexa,1,3,10.1269,0.2103,1,0.0373,1,0.331,,,,,,,271.4986595,0.177365668,
20150820,M,3500,Prunella vulgaris,Prunella_vulgaris,1,1,2.8854,0.035,2,0.0062,1,0.297,,,,,,,465.3870968,0.177142857,
20150820,M,3500,Prunella vulgaris,Prunella_vulgaris,1,2,4.2655,0.058,2,0.0104,1,0.239,,,,,,,410.1442308,0.179310345,
