Date,Site,Elevation,Taxon_TNRS_corrected,Taxon_written_on_envelopes,Individual_Number,Leaf_Number,Leaf_Area_cm2,Wet_Mass_g,Wet_Mass_WeighingScale,Dry_Mass_g,Dry_Mass_WeighingScale,Leaf_Thickness_1_mm,Leaf_Thickness_2_mm,Leaf_Thickness_3_mm,Leaf_Thickness_4_mm,Leaf_Thickness_5_mm,Leaf_Thickness_6_mm,Leaf_Thickness_Ave_mm,SLA_cm2-g,LDMC,notes
20150820,L,3000,Hypericum wightianum,Hypericum_wrightiarum,3,2,1.4983,0.0057,1,0.0035,1,0.11,,,,,,,428.0857143,0.614035088,
20150820,L,3000,Hypericum wightianum,Hypericum_wrightiarum,3,3,1.3864,0.007,1,0.0053,1,0.114,,,,,,,261.5849057,0.757142857,
20150820,L,3000,Hypericum wightianum,Hypericum_wrightiarum,3,4,1.2732,0.0065,1,0.0039,1,0.139,,,,,,,326.4615385,0.6,
20150820,L,3000,Hypericum wightianum,Hypericum_wrightiarum,3,5,1.271,0.0043,1,0.0039,1,0.148,,,,,,,325.8974359,0.906976744,
20150820,L,3000,Hypericum wightianum,Hypericum_wrightiarum,4,2,1.7695,0.0084,1,0.0047,1,0.157,,,,,,,376.4893617,0.55952381,
20150820,L,3000,Hypericum wightianum,Hypericum_wrightiarum,4,3,4.1258,0.0175,1,0.0147,1,0.207,0.104,,,,,,280.6666667,0.84,
20150820,L,3000,Hypericum wightianum,Hypericum_wrightiarum,4,4,1.2784,0.0061,1,0.0036,1,0.077,,,,,,,355.1111111,0.590163934,
20150820,L,3000,Hypericum wightianum,Hypericum_wrightiarum,4,5,0.8756,0.0045,1,0.0022,1,0.185,,,,,,,398,0.488888889,
20150820,L,3000,Hypericum wightianum,Hypericum_wrightiarum,1,1,0.9258,0.0032,1,0.003,2,0.102,0.118,,,,,,308.6,0.9375,
20150820,L,3000,Hypericum wightianum,Hypericum_wrightiarum,1,2,0.7186,0.0068,1,0.002,2,0.093,0.079,,,,,,359.3,0.294117647,
20150820,L,3000,Hypericum wightianum,Hypericum_wrightiarum,1,3,0.7345,0.0065,1,0.002,2,0.321,0.174,,,,,,367.25,0.307692308,
20150820,L,3000,Hypericum wightianum,Hypericum_wrightiarum,1,4,0.9113,0.0052,1,0.003,2,0.096,,,,,,,303.7666667,0.576923077,
20150820,L,3000,Hypericum wightianum,Hypericum_wrightiarum,1,5,1.025,0.0058,1,0.004,2,0.111,,,,,,,256.25,0.689655172,
20150820,L,3000,Hypericum wightianum,Hypericum_wrightiarum,2,1,0.9977,,,NA,,,,,,,,,NA,NA,lost
20150820,L,3000,Hypericum wightianum,Hypericum_wrightiarum,4,1,1.4739,NA,,NA,,,,,,,,,NA,NA,lost
20150820,L,3000,Impatiens infirma,Impatiens_infermn,1,1,3.1526,NA,1,0.0064,1,0.379,0.084,,,,,,492.59375,0.217687075,0.0294
20150820,L,3000,Impatiens infirma,Impatiens_infermn,1,2,3.3111,NA,1,0.0061,1,0.1,0.315,,,,,,542.8032787,0.246963563,0.0247
20150820,L,3000,Impatiens infirma,Impatiens_infermn,1,3,4.319,NA,1,0.0105,1,0.079,0.197,,,,,,411.3333333,0.241935484,0.0434
20150820,L,3000,Impatiens infirma,Impatiens_infermn,1,4,2.2855,NA,1,0.007,1,0.125,0.133,0.125,,,,,326.5,0.598290598,0.0117
20150820,L,3000,Impatiens infirma,Impatiens_infermn,1,5,2.0462,NA,1,0.0052,1,0.086,0.098,0.116,,,,,393.5,0.481481481,0.0108
20150820,L,3000,Impatiens infirma,Impatiens_infermn,2,1,3.5078,NA,1,0.0111,1,0.131,0.168,0.154,,,,,316.018018,0.563451777,0.0197
20150820,L,3000,Impatiens infirma,Impatiens_infermn,2,2,3.1316,NA,1,0.0073,1,0.145,0.144,0.382,,,,,428.9863014,0.374358974,0.0195
20150820,L,3000,Impatiens infirma,Impatiens_infermn,2,3,1.3363,NA,1,0.0037,1,0.098,0.088,,,,,,361.1621622,0.435294118,0.0085
20150820,L,3000,Impatiens infirma,Impatiens_infermn,2,4,0.9789,NA,1,0.0024,1,0.435,,,,,,,407.875,0.307692308,0.0078
20150820,L,3000,Impatiens infirma,Impatiens_infermn,2,5,1.4018,NA,1,0.0023,1,0.219,0.431,0.372,,,,,609.4782609,0.58974359,0.0039
20150820,L,3000,Impatiens infirma,Impatiens_infermn,3,1,6.9871,NA,1,0.0145,1,0.101,0.204,0.146,0.111,,,,481.8689655,0.30720339,0.0472
20150820,L,3000,Impatiens infirma,Impatiens_infermn,3,2,3.1414,NA,1,0.0061,1,0.103,0.129,0.185,,,,,514.9836066,0.393548387,0.0155
20150820,L,3000,Impatiens infirma,Impatiens_infermn,3,3,2.2183,NA,1,0.0039,1,0.476,,,,,,,568.7948718,0.225433526,0.0173
20150820,L,3000,Impatiens infirma,Impatiens_infermn,3,4,1.3986,NA,1,0.0023,1,0.347,,,,,,,608.0869565,0.283950617,0.0081
20150820,L,3000,Impatiens infirma,Impatiens_infermn,3,5,1.3261,NA,1,0.0027,1,0.345,0.399,0.313,,,,,491.1481481,0.321428571,0.0084
20150820,L,3000,Iris ruthenica,Iris_nithenica,1,1,23.2176,NA,2,0.151,2,0.676,0.537,0.458,0.388,0.318,,,153.7589404,0.254208754,0.594
20150820,L,3000,Iris ruthenica,Iris_nithenica,1,2,27.647,NA,2,0.214,2,0.765,0.868,0.495,0.4,0.32,,,129.1915888,0.2675,0.8
20150820,L,3000,Isolepis setacea,Isoletis_setacea,1,1,3.4106,NA,1,0.0001,1,0.336,0.432,,,,,,34106,0.034482759,0.0029
20150820,L,3000,Isolepis setacea,Isoletis_setacea,1,2,2.8193,NA,1,0.0006,1,0.369,0.459,,,,,,4698.833333,0.136363636,0.0044
20150820,L,3000,Isolepis setacea,Isoletis_setacea,1,3,3.0618,NA,1,0.001,1,0.35,0.433,0.346,,,,,3061.8,0.120481928,0.0083
20150820,L,3000,Isolepis setacea,Isoletis_setacea,1,4,3.0186,NA,1,0.0022,1,0.322,0.369,,,,,,1372.090909,0.35483871,0.0062
20150820,L,3000,Isolepis setacea,Isoletis_setacea,1,5,1.8297,NA,1,0.0001,1,0.314,0.302,0.234,,,,,18297,0.033333333,0.003
20150820,L,3000,Juncus prismatocarpus,Juncus_prismatocarpus,1,1,0.4215,NA,1,0.0041,1,0.131,0.118,0.136,0.23,,,,102.804878,1.205882353,0.0034
20150820,L,3000,Juncus prismatocarpus,Juncus_prismatocarpus,1,2,0.3627,NA,1,0.0024,1,0.292,0.328,0.33,,,,,151.125,0.167832168,0.0143
20150820,L,3000,Juncus prismatocarpus,Juncus_prismatocarpus,1,3,0.3629,NA,1,0.0033,1,0.363,0.198,0.17,,,,,109.969697,0.589285714,0.0056
20150820,L,3000,Juncus prismatocarpus,Juncus_prismatocarpus,2,1,1.2774,NA,1,0.0032,1,0.119,0.142,0.117,0.138,,,,399.1875,0.363636364,0.0088
20150820,L,3000,Juncus prismatocarpus,Juncus_prismatocarpus,2,2,0.8032,NA,1,0.003,2,0.153,0.155,0.144,0.142,,,,267.7333333,0.326086957,0.0092
20150820,L,3000,Juncus prismatocarpus,Juncus_prismatocarpus,2,3,0.6013,NA,1,0.002,2,0.26,0.168,0.152,,,,,300.65,0.157480315,0.0127
20150820,L,3000,Juncus prismatocarpus,Juncus_prismatocarpus,3,1,0.2377,NA,1,0.0007,1,0.055,0.046,0.04,,,,,339.5714286,0.152173913,0.0046
20150820,L,3000,Juncus prismatocarpus,Juncus_prismatocarpus,3,2,0.1825,NA,1,0.0001,1,0.098,0.079,0.065,,,,,1825,0.142857143,0.0007
20150820,L,3000,Juncus prismatocarpus,Juncus_prismatocarpus,3,3,0.2943,NA,1,0.0001,1,0.035,0.067,0.064,,,,,2943,0.052631579,0.0019
20150820,L,3000,Juncus prismatocarpus,Juncus_prismatocarpus,4,1,1.2977,NA,1,0.001,2,0.099,0.113,0.107,,,,,1297.7,0.238095238,0.0042
20150820,L,3000,Juncus prismatocarpus,Juncus_prismatocarpus,4,2,0.4398,NA,1,0.0018,1,0.115,0.093,0.095,,,,,244.3333333,0.666666667,0.0027
20150820,L,3000,Juncus prismatocarpus,Juncus_prismatocarpus,4,3,0.5648,NA,1,0.0027,1,0.155,0.099,0.089,,,,,209.1851852,0.346153846,0.0078
20150820,L,3000,Juncus prismatocarpus,Juncus_prismatocarpus,5,1,0.5621,NA,1,0.002,2,0.242,0.209,0.165,,,,,281.05,0.238095238,0.0084
20150820,L,3000,Juncus prismatocarpus,Juncus_prismatocarpus,5,2,0.337,NA,1,0.002,1,0.181,0.165,0.151,,,,,168.5,0.317460317,0.0063
20150820,L,3000,Juncus prismatocarpus,Juncus_prismatocarpus,5,3,0.6891,NA,1,0.003,2,0.187,0.195,0.289,,,,,229.7,0.337078652,0.0089
20150820,L,3000,Larix potaninii,Larix_potanini,1,1,0.7114,NA,2,0.0013,1,0.196,,,,,,,547.2307692,0.433333333,0.003
20150820,L,3000,Larix potaninii,Larix_potanini,1,2,0.7352,NA,2,0.0018,1,0.148,,,,,,,408.4444444,0.36,0.005
20150820,L,3000,Larix potaninii,Larix_potanini,1,3,0.7394,NA,2,0.0017,1,0.284,0.218,,,,,,434.9411765,0.425,0.004
20150820,L,3000,Larix potaninii,Larix_potanini,1,4,0.9877,NA,2,0.0018,1,0.237,0.226,,,,,,548.7222222,0.6,0.003
20150820,L,3000,Larix potaninii,Larix_potanini,1,5,0.6707,NA,2,0.0023,1,0.254,0.224,,,,,,291.6086957,0.766666667,0.003
20150820,L,3000,Lonicera cyanocarpa,Lonicera_cyanocarpa,1,1,1.2835,NA,1,0.0094,1,0.255,0.299,,,,,,136.5425532,0.831858407,0.0113
20150820,L,3000,Lonicera cyanocarpa,Lonicera_cyanocarpa,1,2,1.1881,NA,1,0.0081,1,0.208,0.316,,,,,,146.6790123,0.801980198,0.0101
20150820,L,3000,Lonicera cyanocarpa,Lonicera_cyanocarpa,1,3,1.3469,NA,1,0.0104,1,0.199,0.247,,,,,,129.5096154,0.904347826,0.0115
20150820,L,3000,Lonicera cyanocarpa,Lonicera_cyanocarpa,1,4,1.5207,NA,1,0.0113,1,0.211,0.316,,,,,,134.5752212,0.81294964,0.0139
20150820,L,3000,Lonicera cyanocarpa,Lonicera_cyanocarpa,1,5,1.3417,NA,1,0.0087,1,0.273,0.26,,,,,,154.2183908,0.90625,0.0096
20150820,L,3000,Lonicera tangutica,Lonicera_tangutica,1,1,2.4396,NA,1,0.005,2,0.12,,,,,,,487.92,0.257731959,0.0194
20150820,L,3000,Lonicera tangutica,Lonicera_tangutica,1,2,2.2752,NA,1,0.005,2,0.136,,,,,,,455.04,0.277777778,0.018
20150820,L,3000,Lonicera tangutica,Lonicera_tangutica,1,3,2.3387,NA,1,0.006,2,0.133,,,,,,,389.7833333,0.315789474,0.019
20150820,L,3000,Lonicera tangutica,Lonicera_tangutica,1,4,1.8366,NA,1,0.004,2,0.172,,,,,,,459.15,0.27027027,0.0148
20150820,L,3000,Lonicera tangutica,Lonicera_tangutica,1,5,2.3484,NA,1,0.005,2,0.132,,,,,,,469.68,0.322580645,0.0155
20150820,L,3000,Luzula multiflora,Luzula_multiflora,1,1,3.8719,NA,2,0.08,2,0.134,0.16,,,,,,48.39875,4,0.02
20150820,L,3000,Luzula multiflora,Luzula_multiflora,1,2,2.8539,NA,2,0.009,2,0.159,0.161,0.198,,,,,317.1,0.321428571,0.028
20150820,L,3000,Myriactis nepalensis,Myriactis_nepalensis,2,1,3.9105,NA,2,0.0223,1,0.829,0.388,,,,,,175.3587444,0.27195122,0.082
20150820,L,3000,Myriactis nepalensis,Myriactis_nepalensis,2,2,3.269,NA,2,0.0158,1,0.441,0.329,,,,,,206.8987342,0.282142857,0.056
20150820,L,3000,Myriactis nepalensis,Myriactis_nepalensis,2,3,3.3698,NA,2,0.0181,1,0.488,0.261,,,,,,186.1767956,0.323214286,0.056
20150820,L,3000,Myriactis nepalensis,Myriactis_nepalensis,2,4,4.5115,NA,2,0.0254,1,0.717,0.292,0.248,,,,,177.6181102,0.362857143,0.07
20150820,L,3000,Myriactis nepalensis,Myriactis_nepalensis,2,5,3.9396,NA,2,0.0238,1,0.48,0.23,0.243,,,,,165.5294118,0.432727273,0.055
20150820,L,3000,Myriactis nepalensis,Myriactis_nepalensis,4,1,4.3529,NA,2,0.0157,1,0.354,,,,,,,277.2547771,0.168817204,0.093
20150820,L,3000,Myriactis nepalensis,Myriactis_nepalensis,4,2,6.7111,NA,2,0.0255,1,0.321,,,,,,,263.1803922,0.209016393,0.122
20150820,L,3000,Myriactis nepalensis,Myriactis_nepalensis,4,3,7.4008,NA,2,0.0281,1,0.324,,,,,,,263.3736655,0.236134454,0.119
20150820,L,3000,Myriactis nepalensis,Myriactis_nepalensis,4,4,6.8359,NA,2,0.0293,1,0.415,0.269,,,,,,233.3071672,0.375641026,0.078
20150820,L,3000,Myriactis nepalensis,Myriactis_nepalensis,4,5,4.7358,NA,2,0.0207,1,0.345,,,,,,,228.7826087,0.217894737,0.095
20150820,L,3000,Myriactis nepalensis,Myriactis_nepalensis,5,1,5.5012,NA,1,0.0162,1,0.744,0.58,0.378,,,,,339.5802469,0.20984456,0.0772
20150820,L,3000,Myriactis nepalensis,Myriactis_nepalensis,5,2,5.7874,NA,1,0.0122,1,0.229,,,,,,,474.3770492,0.265217391,0.046
20150820,L,3000,Myriactis nepalensis,Myriactis_nepalensis,5,3,4.9165,NA,1,0.0101,1,0.42,0.369,0.391,,,,,486.7821782,0.313664596,0.0322
20150820,L,3000,Myriactis nepalensis,Myriactis_nepalensis,5,4,6.0964,NA,1,0.0156,1,0.309,,,,,,,390.7948718,0.283636364,0.055
20150820,L,3000,Myriactis nepalensis,Myriactis_nepalensis,5,5,3.9585,NA,1,0.0075,1,0.322,0.399,,,,,,527.8,0.367647059,0.0204
20150820,L,3000,Myriactis nepalensis,Myriactis_nepalensis,1,1,3.8929,NA,1,0.012,2,0.385,0.262,0.24,,,,,324.4083333,0.203389831,0.059
20150820,L,3000,Myriactis nepalensis,Myriactis_nepalensis,1,2,3.0508,NA,1,0.013,2,0.307,0.255,,,,,,234.6769231,0.198776758,0.0654
20150820,L,3000,Myriactis nepalensis,Myriactis_nepalensis,1,3,3.9395,NA,1,0.008,2,0.29,0.212,,,,,,492.4375,0.224719101,0.0356
20150820,L,3000,Myriactis nepalensis,Myriactis_nepalensis,1,4,3.1886,NA,1,0.005,2,0.257,0.236,,,,,,637.72,0.186567164,0.0268
20150820,L,3000,Myriactis nepalensis,Myriactis_nepalensis,1,5,3.7629,NA,1,0.018,2,0.525,0.288,0.247,,,,,209.05,0.240320427,0.0749
20150820,L,3000,Myriactis nepalensis,Myriactis_nepalensis,3,1,5.7204,NA,2,0.016,2,0.277,0.202,,,,,,357.525,0.32,0.05
20150820,L,3000,Myriactis nepalensis,Myriactis_nepalensis,3,2,5.5371,NA,2,0.011,2,0.222,0.186,,,,,,503.3727273,0.314285714,0.035
20150820,L,3000,Myriactis nepalensis,Myriactis_nepalensis,3,3,5.7824,NA,2,0.032,2,0.444,0.174,0.23,,,,,180.7,0.323232323,0.099
20150820,L,3000,Myriactis nepalensis,Myriactis_nepalensis,3,4,5.5249,NA,2,0.023,2,0.299,0.237,0.247,,,,,240.2130435,0.273809524,0.084
20150820,L,3000,Myriactis nepalensis,Myriactis_nepalensis,3,5,5.0249,NA,2,0.027,2,0.363,0.219,0.205,,,,,186.1074074,0.321428571,0.084
20150820,L,3000,Pedicularis sp1,Pedicukaris_sp1,1,1,6.2699,NA,1,0.02,2,0.264,0.119,0.127,0.148,0.108,,,313.495,0.208768267,0.0958
20150820,L,3000,Pedicularis sp1,Pedicukaris_sp1,1,2,6.1754,NA,1,0.02,2,0.314,0.142,0.179,0.119,0.179,,,308.77,2.272727273,0.0088
20150820,L,3000,Pedicularis sp1,Pedicukaris_sp1,1,3,4.2371,NA,1,0.012,2,0.344,0.312,0.13,0.117,0.158,,,353.0916667,0.182648402,0.0657
20150820,L,3000,Pedicularis sp1,Pedicukaris_sp1,1,4,5.0023,NA,1,0.02,2,0.346,0.157,0.158,0.18,0.136,,,250.115,0.262123198,0.0763
20150820,L,3000,Pedicularis sp1,Pedicukaris_sp1,1,5,8.1812,NA,1,0.034,2,0.374,0.265,0.239,0.348,0.282,,,240.6235294,0.2,0.17
20150820,L,3000,Pedicularis davidii,Pedicularis_davidii,1,1,6.1816,NA,1,0.0352,1,0.22,0.289,,,,,,175.6136364,0.218362283,0.1612
20150820,L,3000,Pedicularis davidii,Pedicularis_davidii,1,2,6.4323,NA,1,0.0367,1,0.365,0.277,0.136,,,,,175.26703,0.213620489,0.1718
20150820,L,3000,Pedicularis davidii,Pedicularis_davidii,1,3,6.2602,NA,1,0.0339,1,0.33,0.422,0.358,0.161,,,,184.6666667,0.212140175,0.1598
20150820,L,3000,Pedicularis davidii,Pedicularis_davidii,1,4,5.0435,NA,1,0.0296,1,0.551,0.414,0.563,0.122,,,,170.3885135,0.237369687,0.1247
20150820,L,3000,Pedicularis davidii,Pedicularis_davidii,1,5,4.0969,NA,1,0.0252,1,0.271,0.374,,0.163,,,,162.5753968,0.254802831,0.0989
20150820,L,3000,Pentarhizidium intermedium,Pentarhizidium_intermedium,1,1,10.0343,NA,2,0.047,2,0.31,0.273,0.351,0.158,0.24,,,213.4957447,0.286585366,0.164
20150820,L,3000,Pentarhizidium intermedium,Pentarhizidium_intermedium,1,2,7.6839,NA,2,0.029,2,0.327,0.352,0.291,,0.38,,,264.962069,0.278846154,0.104
20150820,L,3000,Pentarhizidium intermedium,Pentarhizidium_intermedium,1,3,10.4386,NA,2,0.047,2,0.306,0.392,0.48,,0.566,,,222.0978723,0.299363057,0.157
20150820,L,3000,Pentarhizidium intermedium,Pentarhizidium_intermedium,1,4,9.2671,NA,2,0.04,2,0.295,0.315,0.302,,0.304,,,231.6775,0.32,0.125
20150820,L,3000,Pentarhizidium intermedium,Pentarhizidium_intermedium,1,5,7.3723,NA,2,0.022,2,0.28,0.287,0.465,,,,,335.1045455,0.297297297,0.074
20150820,L,3000,Pentarhizidium intermedium,Pentarhizidium_intermedium,2,1,34.3655,NA,2,0.116,2,0.335,0.525,0.314,,0.26,,,296.2543103,0.300518135,0.386
20150820,L,3000,Pentarhizidium intermedium,Pentarhizidium_intermedium,2,2,22.9435,NA,2,0.081,2,0.349,0.286,0.635,0.407,0.824,,,283.2530864,0.297794118,0.272
20150820,L,3000,Pentarhizidium intermedium,Pentarhizidium_intermedium,2,3,19.2627,NA,2,0.077,2,0.376,0.394,0.399,,0.837,,,250.1649351,0.306772908,0.251
20150820,L,3000,Picea brachytyla,Picea_brachytyla,1,1,1.172,NA,1,0.0021,1,0.423,0.308,,,,,,558.0952381,0.295774648,0.0071
20150820,L,3000,Picea brachytyla,Picea_brachytyla,1,2,1.3974,NA,1,0.0027,1,0.464,,,,,,,517.5555556,0.317647059,0.0085
20150820,L,3000,Picea brachytyla,Picea_brachytyla,1,3,1.1237,NA,1,0.002,1,0.594,,,,,,,561.85,0.4,0.005
20150820,L,3000,Picea brachytyla,Picea_brachytyla,1,4,1.2454,NA,2,0.002,2,0.479,0.358,,,,,,622.7,0.666666667,0.003
20150820,L,3000,Picea brachytyla,Picea_brachytyla,1,5,1.3138,NA,2,0.002,2,0.418,0.387,,,,,,656.9,0.285714286,0.007
20150820,L,3000,Plantago asiatica,Plantago_asiatica,1,1,17.6514,NA,2,0.077,2,0.399,0.353,0.316,0.569,1.059,,,229.238961,0.13253012,0.581
20150820,L,3000,Plantago asiatica,Plantago_asiatica,1,2,10.1539,NA,2,0.042,2,0.424,0.369,0.374,,0.355,,,241.7595238,0.13003096,0.323
20150820,L,3000,Plantago asiatica,Plantago_asiatica,1,3,12.9327,NA,2,0.06,2,0.407,0.395,0.362,,0.359,,,215.545,0.123203285,0.487
20150820,L,3000,Plantago asiatica,Plantago_asiatica,1,4,15.576,NA,2,0.078,2,0.331,0.351,0.402,,0.643,,,199.6923077,0.140035907,0.557
20150820,L,3000,Plantago asiatica,Plantago_asiatica,1,5,11.5716,NA,2,0.066,2,0.422,0.396,0.384,,0.615,,,175.3272727,0.138075314,0.478
20150820,L,3000,Plantago asiatica,Plantago_asiatica,2,1,11.2026,NA,2,0.038,2,1.643,0.346,0.268,,,,,294.8052632,0.108882521,0.349
20150820,L,3000,Plantago asiatica,Plantago_asiatica,2,2,11.4782,NA,2,0.045,2,0.32,0.321,0.302,0.338,,,,255.0711111,0.151006711,0.298
20150820,L,3000,Plantago asiatica,Plantago_asiatica,2,3,9.9519,NA,2,0.0367,1,0.383,0.576,0.227,,,,,271.1689373,0.114330218,0.321
20150820,L,3000,Plantago asiatica,Plantago_asiatica,2,4,10.9434,NA,2,0.0408,1,0.405,0.275,0.38,0.544,,,,268.2205882,0.126315789,0.323
20150820,L,3000,Plantago asiatica,Plantago_asiatica,3,1,18.8729,NA,1,0.068,2,0.747,0.35,0.253,0.243,0.783,,,277.5426471,0.099604511,0.6827
20150820,L,3000,Plantago asiatica,Plantago_asiatica,3,2,26.3163,NA,1,0.122,2,0.622,0.576,0.231,0.204,0.396,,,215.707377,0.137140288,0.8896
20150820,L,3000,Plantago asiatica,Plantago_asiatica,3,3,18.5292,NA,1,0.073,2,0.606,0.413,0.254,0.23,0.21,,,253.8246575,0.116650687,0.6258
20150820,L,3000,Plantago asiatica,Plantago_asiatica,3,4,20.9578,NA,1,0.122,2,0.795,0.472,0.636,0.244,0.19,,,171.7852459,0.143158883,0.8522
20150820,L,3000,Plantago asiatica,Plantago_asiatica,3,5,6.2987,NA,1,0.02,2,0.566,0.182,0.301,,,,,314.935,0.103680664,0.1929
20150820,L,3000,Plantago asiatica,Plantago_asiatica,4,1,10.7069,NA,2,0.047,2,0.667,0.346,0.157,0.162,,,,227.806383,0.156666667,0.3
20150820,L,3000,Plantago asiatica,Plantago_asiatica,4,2,3.5888,NA,2,0.013,2,0.485,0.175,0.176,,,,,276.0615385,0.12745098,0.102
20150820,L,3000,Plantago asiatica,Plantago_asiatica,4,3,4.6791,NA,2,0.017,2,0.294,0.243,0.134,0.128,,,,275.2411765,0.157407407,0.108
20150820,L,3000,Plantago asiatica,Plantago_asiatica,4,4,3.6129,NA,2,0.006,2,0.228,0.21,,,,,,602.15,0.117647059,0.051
20150820,L,3000,Plantago asiatica,Plantago_asiatica,4,5,8.1781,NA,2,0.029,2,0.492,0.246,0.182,0.19,,,,282.0034483,0.118367347,0.245
20150820,L,3000,Plantago asiatica,Plantago_asiatica,5,1,3.9476,NA,2,0.01,2,0.436,0.156,,,,,,394.76,0.178571429,0.056
20150820,L,3000,Plantago asiatica,Plantago_asiatica,5,2,4.8206,NA,2,0.011,2,0.389,0.185,,,,,,438.2363636,0.229166667,0.048
20150820,L,3000,Plantago asiatica,Plantago_asiatica,5,3,4.4499,NA,2,0.007,2,0.55,0.204,,,,,,635.7,0.162790698,0.043
20150820,L,3000,Plantago asiatica,Plantago_asiatica,5,4,3.5295,NA,2,0.01,2,0.414,0.178,,,,,,352.95,0.212765957,0.047
20150820,L,3000,Poa annua,Poa_annua,1,3,2.8746,NA,1,0.004,1,0.332,0.275,0.263,,,,,718.65,0.16064257,0.0249
20150820,L,3000,Poa annua,Poa_annua,1,5,1.8497,NA,1,0.0019,1,0.259,0.246,0.126,,,,,973.5263158,0.206521739,0.0092
20150820,L,3000,Poa annua,Poa_annua,4,1,0.8356,NA,1,0.0014,1,0.127,0.087,,,,,,596.8571429,0.259259259,0.0054
20150820,L,3000,Poa annua,Poa_annua,5,1,0.1816,NA,2,0.0005,3,0.079,,,,,,,363.2,0.25,0.002
20150820,L,3000,Poa annua,Poa_annua,5,2,0.6153,NA,2,0.0013,3,0.072,,,,,,,473.3076923,0.325,0.004
20150820,L,3000,Poa annua,Poa_annua,5,3,0.2865,NA,2,0.0006,3,0.065,,,,,,,477.5,0.15,0.004
20150820,L,3000,Poa annua,Poa_annua,5,4,0.4222,NA,2,0.0009,3,0.078,,,,,,,469.1111111,0.18,0.005
20150820,L,3000,Poa annua,Poa_annua,5,5,0.767,NA,2,0.0028,3,0.109,,,,,,,273.9285714,0.28,0.01
20150820,L,3000,Poa annua,Poa_annua,1,1,3.6866,NA,1,0.003,2,0.156,0.175,0.251,0.212,,,,1228.866667,0.093167702,0.0322
20150820,L,3000,Poa annua,Poa_annua,1,2,2.7558,NA,1,0.002,2,0.21,0.176,0.154,0.176,,,,1377.9,0.095238095,0.021
20150820,L,3000,Poa annua,Poa_annua,1,4,1.4528,NA,1,0.0027,1,0.146,0.085,,,,,,538.0740741,0.36,0.0075
20150820,L,3000,Poa annua,Poa_annua,3,1,0.2508,NA,1,0.0001,1,0.08,,,,,,,2508,0.028571429,0.0035
20150820,L,3000,Poa annua,Poa_annua,3,2,0.2331,NA,1,0.0008,1,0.195,0.162,,,,,,291.375,0.2,0.004
20150820,L,3000,Poa annua,Poa_annua,3,3,0.1543,NA,1,0.0001,1,0.032,,,,,,,1543,0.055555556,0.0018
20150820,L,3000,Poa annua,Poa_annua,4,2,0.5366,NA,1,0.0009,1,0.126,0.104,,,,,,596.2222222,0.209302326,0.0043
20150820,L,3000,Poa annua,Poa_annua,4,3,0.7718,NA,1,0.0017,1,0.27,0.164,,,,,,454,0.414634146,0.0041
20150820,L,3000,Poa annua,Poa_annua,4,4,0.7864,NA,1,0.0001,1,0.308,0.259,,,,,,7864,0.015625,0.0064
20150820,L,3000,Poa annua,Poa_annua,4,5,0.5895,NA,1,0.0007,1,0.092,0.093,,,,,,842.1428571,0.145833333,0.0048
20150820,L,3000,Poa sikkimensis,Poa_sikkimensis,2,2,0.7895,NA,1,0.0029,1,0.106,,,,,,,272.2413793,0.90625,0.0032
20150820,L,3000,Poa sikkimensis,Poa_sikkimensis,2,3,0.3085,NA,1,0.0014,1,0.157,,,,,,,220.3571429,0.411764706,0.0034
20150820,L,3000,Poa sikkimensis,Poa_sikkimensis,2,4,0.4728,NA,1,0.0026,1,0.236,,,,,,,181.8461538,0.23853211,0.0109
20150820,L,3000,Poa sikkimensis,Poa_sikkimensis,3,1,0.6389,NA,1,0.0029,1,0.217,,,,,,,220.3103448,0.292929293,0.0099
20150820,L,3000,Poa sikkimensis,Poa_sikkimensis,3,2,0.2522,NA,1,0.0008,1,0.147,0.11,,,,,,315.25,0.228571429,0.0035
20150820,L,3000,Poa sikkimensis,Poa_sikkimensis,1,1,1.0024,NA,1,0.004,2,0.103,0.096,0.108,,,,,250.6,0.615384615,0.0065
20150820,L,3000,Poa sikkimensis,Poa_sikkimensis,1,2,0.8365,NA,1,0.003,2,0.075,0.072,0.071,,,,,278.8333333,0.517241379,0.0058
20150820,L,3000,Poa sikkimensis,Poa_sikkimensis,1,3,0.2394,NA,1,0.0015,1,0.076,,,,,,,159.6,1.071428571,0.0014
20150820,L,3000,Poa sikkimensis,Poa_sikkimensis,2,1,1.6723,NA,1,0.005,2,0.081,0.108,0.113,,,,,334.46,0.515463918,0.0097
20150820,L,3000,Polygonatum cirrhifolium,Polygonatum_cirrhifolium,2,1,2.1289,NA,2,0.0103,1,0.375,0.24,,,,,,206.6893204,0.343333333,0.03
20150820,L,3000,Polygonatum cirrhifolium,Polygonatum_cirrhifolium,2,2,1.8745,NA,2,0.0091,1,0.325,0.233,,,,,,205.989011,0.364,0.025
20150820,L,3000,Polygonatum cirrhifolium,Polygonatum_cirrhifolium,2,3,2.0506,NA,2,0.0093,1,0.327,0.304,,,,,,220.4946237,0.344444444,0.027
20150820,L,3000,Polygonatum cirrhifolium,Polygonatum_cirrhifolium,2,4,2.0508,NA,2,0.0101,1,0.381,0.132,,,,,,203.049505,0.360714286,0.028
